"","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"562920/US",59.799,59.748,61.52,64.698,67.199,68.982,71.141,72.938,74.242,76.365,79.068,82.754,84.47,86.73,89.096,90.557,92.113,94.295,94.922,97.339,100,104.402,107.533,111.166,116.041,124.179,136.226,142.902
"562OTH/US",59.799,59.748,61.52,64.698,67.199,68.982,71.141,72.938,74.242,76.365,79.068,82.754,84.47,86.73,89.096,90.557,92.113,94.295,94.922,97.339,100,104.402,107.533,111.166,116.041,124.179,136.226,142.902
"611100/US",59.251,61.208,63.184,65.853,68.063,70.071,72.08,73.957,76.517,79.154,81.673,84.729,86.475,87.545,89.291,90.643,91.877,94.196,96.105,97.497,100,102.382,105.162,108.264,113.84,118.418,122.626,126.496
"611A00/US",58.53,60.227,61.66,63.891,65.562,66.622,69.031,71.3,74.112,76.809,79.475,82.345,83.678,85.352,87.413,89.716,91.949,94.256,95.896,97.772,100,102.406,104.856,107.291,111.226,115.347,119.092,122.361
"611B00/US",44.361,45.98,49.073,51.741,54.378,56.716,59.978,63.822,68.201,71.72,74.455,77.511,80.304,82.794,86.329,89.491,91.895,93.773,95.441,97.158,100,102.152,103.793,106.098,108.333,110.34,112.95,115.221
"621100/US",75.905,77.522,79.232,80.614,82.907,82.847,83.992,85.669,87.231,88.037,91.617,92.605,94.832,97.13,98.604,99.768,99.926,100.509,99.354,99.56,100,100.797,101.762,102.917,106.78,107.339,107.888,109.988
"621200/US",48.095,50.124,52.447,54.825,57.044,59.577,62.001,65.037,68.648,72.213,75.918,79.811,82.18,84.433,86.387,88.369,91.395,93.348,95.71,98.41,100,102.722,104.968,108.063,110.541,114.998,121.469,126.669
"621300/US",66.023,67.492,68.765,70.264,72.596,74.442,76.522,78.295,80.296,82.543,84.63,87.696,89.41,91.095,92.421,93.322,94.862,96.536,97.09,98.188,100,100.078,100.604,101.489,104.354,108.349,108.507,110.571
"621400/US",64.718,66.189,67.616,68.955,71.05,72.395,74.554,76.449,79.066,81.31,83.682,86.164,87.948,89.746,91.507,93.095,94.41,95.523,96.541,97.962,100,101.217,102.389,104.28,108.19,113.041,114.991,117.516
"621500/US",87.622,87.229,86.342,87.524,90.35,91.211,93.317,94.575,98.439,98.773,101.181,101.442,102.455,102.303,102.462,102.375,100.687,100.342,100.238,100.023,100,98.753,97.781,97.547,97.537,97.284,97.591,97.872
"621600/US",72.078,74.013,74.647,77.417,79.489,81.427,82.4,84.447,86.272,87.747,89.823,91.726,92.984,94.027,94.421,95.167,95.209,96.176,97.342,98.978,100,101.999,105.145,108.767,111.542,114.779,120.395,124.553
"621900/US",64.529,66.013,67.411,68.774,70.887,72.801,74.741,76.656,78.909,81.329,83.567,86.48,88.094,89.694,91.141,92.334,93.894,95.151,96.236,97.556,100,100.674,101.625,102.966,105.749,110.408,111.184,112.787
"622000/US",59.63,61.232,62.776,64.872,67.642,70.078,72.606,75.223,77.862,80.624,83.06,85.407,87.186,88.915,90.545,92.288,93.909,95.224,96.698,98.319,100,101.973,104.159,106.156,109.915,115.109,120.053,124.642
"623A00/US",55.294,57.428,59.375,62.257,65.648,68.067,70.327,72.919,75.619,77.897,81.147,84.059,86.369,88.042,89.919,91.306,92.117,93.196,95.101,97.479,100,103.029,106.355,110.091,112.927,117.171,123.812,128.114
"623B00/US",59.592,61.491,63.176,65.72,68.301,70.503,72.68,74.708,77.295,79.687,82.189,84.674,86.097,87.258,88.84,89.941,91.166,92.754,94.873,97.321,100,103.207,106.425,110.237,114.875,121.282,126.786,131.237
"624100/US",65.375,67.048,68.578,71.453,72.899,74.646,75.958,77.113,79.425,81.861,83.94,86.026,86.7,87.616,89.404,90.858,92.304,93.729,95.287,97.54,100,102.627,104.904,108.774,114.231,120.728,127.019,132.832
"624400/US",48.38,50.711,53.282,56.178,58.784,61.268,63.133,65.998,68.873,72.171,75.291,77.98,79.802,82.608,85.148,87.349,89.654,91.518,94.684,97.363,100,101.94,105.135,108.57,111.821,117.944,124.249,130.421
"624A00/US",61.296,62.874,64.339,67.039,68.728,70.955,72.091,74.259,76.698,79.369,81.986,83.695,84.345,85.555,87.573,89.611,91.867,93.718,95.474,97.41,100,102.225,104.426,108.194,113.444,119.538,124.67,128.457
"711100/US",59.187,60.607,64.509,68.284,69.786,70.786,73.754,75.781,78.104,81.258,83.859,86.096,86.978,87.746,88.971,90.111,92.029,93.608,94.935,98.009,100,101.915,103.065,105.347,108.057,114.397,120.603,124.503
"711200/US",51.514,52.482,55.218,57.881,61.069,62.946,64.025,67.144,71.035,74.154,77.241,80.525,81.966,83.411,83.747,86.187,89.01,90.915,95.803,98.445,100,101.463,103.394,108.203,105.452,104.375,107.694,117.878
"711500/US",56.28,57.882,61.552,65.126,67.146,69.009,72.254,75.019,77.871,80.605,84.167,86.25,87.295,88.468,89.171,90.783,90.307,91.954,94.466,97.863,100,101.684,103.248,105.137,107.439,112.413,118.491,123.711
"711A00/US",53.461,54.946,58.394,61.338,63.879,64.974,66.723,69.314,73.072,76.01,79.252,82.54,84.082,85.265,85.838,87.836,89.028,91.057,95.048,98,100,101.679,103.232,107.218,106.423,108.409,113.099,121.095
"712000/US",64.254,66.284,68.016,70.779,71.798,73.013,74.595,76.015,78.691,81.084,83.35,86.037,87.382,87.77,89.283,90.585,92.339,93.898,95.85,97.59,100,100.688,102.467,105.533,108.813,115.459,121.587,126.868
"713100/US",49.737,50.25,51.914,53.951,55.493,56.688,57.922,58.98,60.394,62.109,63.648,66.772,68.732,70.769,73.689,79.228,84.609,88.433,92.304,96.383,100,102.522,107.446,112.123,114.154,123.022,128.961,132.573
"713200/US",65.411,66.234,67.567,69.583,71.415,72.611,74.284,76.147,78.952,81.507,84.078,87.126,86.934,88.446,91.053,93.27,94.531,96.038,96.36,97.62,100,102.799,104.955,107.621,112.473,121.247,127.073,131.206
"713900/US",67.095,69.448,71.448,73.277,75.126,76.612,78.868,80.715,83.092,86.027,88.316,90.192,90.254,90.204,91.76,93.708,94.359,95.699,98.195,99.454,100,103.338,106.63,109.918,114.367,120.217,128.622,133.357
"721000/US",60.445,62.518,64.803,66.663,69.319,69.843,70.779,72.468,76.363,79.222,82.944,85.9,84.916,85.238,87.038,89.563,91.315,93.889,95.796,97.88,100,103.797,106.409,99.469,106.905,121.25,125.227,128.378
"722110/US",57.351,58.581,60.041,61.599,63.821,65.665,67.133,69.186,71.456,73.871,76.618,80.15,82.868,84.227,85.75,88.27,90.403,92.487,95.285,97.662,100,102.584,105.162,109.089,114.164,122.751,130.417,135.486
"722211/US",57.18,58.182,59.417,61.014,63.022,64.718,66.069,68.303,70.735,73.026,75.8,79.566,82.773,83.761,85.03,87.729,89.575,91.806,94.927,97.503,100,102.815,105.781,110.471,117.697,126.354,134.756,140.678
"722A00/US",57.131,59.33,61.244,62.796,64.683,65.715,67.173,69.143,71.329,73.743,76.487,80.098,82.876,84.476,86.56,89.271,91.223,93.148,95.604,97.83,100,102.531,104.914,108.619,113.31,121.383,128.985,133.595
"811100/US",59.495,60.748,62.444,64.341,66.283,68.91,70.63,72.031,74.391,77.385,79.779,83.8,87.635,89.15,91.024,92.774,94.207,95.506,96.899,98.376,100,102.086,105.173,108.701,113.735,123.306,136.258,143.317
"811200/US",57.81,59.18,60.857,62.801,65.09,67.457,69.31,71.09,73.589,76.543,78.693,82.184,85.011,86.469,88.286,90.193,91.967,93.773,95.72,97.635,100,102.356,105.885,109.022,113.81,122.477,135.467,143.688
"811300/US",59.304,60.608,62.189,63.973,65.983,68.2,70.634,72.913,76.009,79.961,83.159,84.936,85.749,87.077,90.874,91.942,93.722,96.081,97.057,98.223,100,101.866,105.55,110.126,115.608,132.894,145.797,157.537
"811400/US",41.937,42.868,44.99,46.755,49.871,52.199,54.762,58.371,61.975,65.372,68.223,71.843,74.207,76.45,79.189,83.282,86.456,88.777,91.966,94.598,100,106.176,112.533,113.348,119.386,130.006,147.547,161.25
"812100/US",61.542,62.752,64.702,67.167,69.616,71.175,72.882,74.652,77.11,79.453,82.038,85.119,87.12,88.29,89.381,91.049,92.985,94.347,96.243,98.37,100,102.356,105.408,110.151,115.076,122.497,129.873,136.257
"812200/US",53.508,55.433,57.282,58.853,60.865,63.733,66.28,69.174,71.592,75.315,79.046,82.913,86.216,88.013,89.798,91.227,93.739,95.202,96.869,98.344,100,101.618,103.462,105.123,107.068,111.19,116.929,121.305
"812300/US",60.073,61.055,62.535,63.768,66.057,68.077,69.053,70.888,72.481,74.623,76.899,80.404,82.818,84.797,86.269,87.982,89.76,91.576,93.755,96.987,100,103.103,107.007,110.01,114.783,125.002,132.527,139.455
"812900/US",53.573,54.668,55.854,57.833,60.229,61.595,62.933,65.137,68.149,70.78,73.299,78.145,82.299,84.718,87.485,90.79,93.619,95.354,97.049,98.76,100,101.253,105.552,109.15,111.752,121.875,132.862,140.275
"813100/US",59.622,61.207,62.969,66.748,69.064,70.617,71.409,74.251,76.673,79.25,81.955,82.908,82.923,84.998,87.096,89.561,91.707,93.574,95.624,97.874,100,102.356,105.06,107.916,113.148,119.801,126.675,132.22
"813A00/US",57.682,59.64,61.769,64.4,67.101,69.136,70.222,72.972,75.757,78.687,81.645,83.028,83.377,85.337,87.761,89.812,92.01,93.714,95.67,97.867,100,103.256,105.598,107.978,112.167,116.889,121.993,128.029
"813B00/US",61.172,62.911,64.506,66.637,69.212,70.587,72.081,74.675,77.172,80.033,82.367,83.652,84.53,86.371,88.863,90.472,92.229,94.028,96.14,98.098,100,101.987,104.583,108.894,112.6,117.965,124.191,129.158
"814000/US",61.757,63.389,65.186,67.857,70.379,72.935,74.747,76.482,78.96,81.735,84.782,87.998,88.989,89.384,90.387,91.756,93.351,95.547,96.831,97.829,100,102.725,105.108,105.441,114.007,122.367,128.988,134.73
"S00500/US",60.47,61.399,63.05,65.499,67.164,70.064,74.171,77.105,81.093,84.326,87.197,90.313,89.536,91.709,94.52,95.551,96.044,97.505,97.716,98.243,100,102.949,104.508,105.889,110.011,117.343,122.839,127.856
"S00600/US",59.686,60.616,62.523,64.93,66.382,69.223,72.247,75.147,78.117,80.502,83.11,85.399,86.164,88.832,91.239,91.856,93.421,95.536,96.443,97.676,100,103.385,105.436,106.186,109.617,116.278,121.286,125.005
"491000/US",62.409,62.411,64.212,64.213,67.617,70.705,72.845,72.847,72.849,77.547,81.237,84.676,87.688,89.084,90.318,92.639,94.912,100.376,101.964,99.67,100,101.552,104.441,106.368,110.649,119.497,131.857,142.728
"S00101/US",77.051,75.826,74.782,76.71,82.024,80.941,83.559,85.4,98.79,103.835,107.011,117.913,106.859,111.387,113.598,100.739,107.832,120.297,106.09,96.626,100,110.855,115.018,105.57,146.615,158.917,125.46,108.496
"S00102/US",72.75,73.971,75.515,77.405,79.275,77.446,77.581,79.281,78.859,78.88,77.898,76.893,87.462,97.481,101.148,100.426,99.168,99.798,101.074,100.624,100,100.441,102.793,103.43,106.834,117.41,123.664,130.833
"GSLGE/US",44.776,46.552,48.889,51.593,54.05,56.487,59.735,63.359,66.844,70.17,73.613,77.702,79.394,82.645,85.722,88.208,91.641,94.567,95.919,97.277,100,103.895,106.123,109.279,113.461,118.793,121.452,124.893
"GSLGH/US",71.299,71.809,73.223,75.348,77.766,79.069,81.306,83.613,85.666,88.044,90.198,92.667,92.075,94.004,95.431,96.429,98.281,99.146,98.658,98.538,100,102.309,103.358,106.294,111.812,118.674,121.547,124.772
"GSLGO/US",63.404,63.628,65.688,68.591,70.224,70.709,72.287,74.991,78.781,82.494,86.88,91.209,88.591,91.224,94.121,95.844,98.934,100.5,98.807,97.641,100,104.31,104.993,108.451,117.564,128.2,129.495,131.663
"S00201/US",56.179,55.56,54.872,55.655,57.302,58.587,62.796,66.475,69.556,71.904,73.385,76.338,79.887,83.069,86.981,89.646,93.494,94.656,96.704,98.299,100,101.776,102.895,101.386,103.358,107.03,107.938,109.007
"S00202/US",62.103,61.106,60.199,61.74,66.092,65.276,67.452,68.993,72.072,77.44,79.992,83.997,85.954,87.889,90.121,91.058,92.253,95.617,97.181,96.077,100,101.283,101.166,100.308,107.115,123.834,123.644,126.636
"S00203/US",53.403,54.335,55.676,58.181,60.325,60.941,63.163,66.301,70.36,73.697,76.519,80.378,80.696,83.449,86.543,89.172,91.351,93.573,95.226,97.106,100,103.029,105.56,107.258,113.814,123.55,128.51,132.616
