Row ID,USEEIO Sector Name,USEEIO Sector Code,NAICS Sector Code,Activity Category,IPCC/UNFCCC Category,Activity Subcategory,Activity Type,Activity,Fuel Consumed,Gas Category,Gas,Emissions (kg),Emissions Intensity (kg/USD_2022),AR5-100 GWP,Emissions (kgCO2e),Emissions (MTCO2e),Contribution to USEEIO Sector's Scope 1 (%),Attribution Sources
2636,Custom roll forming,332114,332114,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,0.6459699980138375,9.513549308009388e-11,8060.0,,5.20651818399153,8.495482693762606e-06,Detail_Use_2022
2637,"Metal crown, closure, and other metal stamping (except automotive)",332119,332119,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,307720532.8216241,0.02740653124524618,1.0,,307720.5328216241,0.8656625186729836,EIA_MECS_Energy
2638,"Metal crown, closure, and other metal stamping (except automotive)",332119,332119,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,43419078.5811245,0.003867035855105495,1.0,,43419.0785811245,0.1221441695110544,Detail_Use_2022
2639,"Metal crown, closure, and other metal stamping (except automotive)",332119,332119,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,1854568.9357738749,1854.568935773875,0.005217171572120295,Detail_Use_2022
2640,"Metal crown, closure, and other metal stamping (except automotive)",332119,332119,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,236.51120830777205,2.1064411142480588e-08,3170.0,,749.7405303356373,0.0021091289225661915,Detail_Use_2022
2641,"Metal crown, closure, and other metal stamping (except automotive)",332119,332119,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,386.88596065556106,3.4457246228674836e-08,1300.0,,502.9517488522294,0.0014148762635049206,Detail_Use_2022
2642,"Metal crown, closure, and other metal stamping (except automotive)",332119,332119,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,64.64774688870325,5.757725943062278e-09,4800.0,,310.3091850657756,0.000872944773129951,Detail_Use_2022
2643,"Metal crown, closure, and other metal stamping (except automotive)",332119,332119,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Consumed Petroleum Products,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,236138.74841393568,2.1031238725858183e-05,1.0,,236.13874841393567,0.0006642925703849192,EIA_MECS_Energy
2644,"Metal crown, closure, and other metal stamping (except automotive)",332119,332119,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,6459.650682616526,5.753162346470009e-07,28.0,,180.87021911326272,0.0005088141762749437,EIA_MECS_Energy
2645,"Metal crown, closure, and other metal stamping (except automotive)",332119,332119,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,175980.9939055502,1.5673405228495742e-05,1.0,,175.98099390555018,0.0004950600761865974,Detail_Use_2022
2646,"Metal crown, closure, and other metal stamping (except automotive)",332119,332119,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,455.01943058295,4.0525421320177236e-08,265.0,,120.58014910448175,0.0003392094593709038,EIA_MECS_Energy
2647,"Metal crown, closure, and other metal stamping (except automotive)",332119,332119,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,161.5026782857992,1.4383922184342642e-08,677.0,,109.33731319948606,0.00030758173028404685,Detail_Use_2022
2648,"Metal crown, closure, and other metal stamping (except automotive)",332119,332119,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,198.5204971497004,1.7680842282659458e-08,265.0,,52.6079317446706,0.00014799374704926332,Detail_Use_2022
2649,"Metal crown, closure, and other metal stamping (except automotive)",332119,332119,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,1252.5697719799855,1.1155769255254591e-07,28.0,,35.07195361543959,9.866249555444031e-05,Detail_Use_2022
2650,"Metal crown, closure, and other metal stamping (except automotive)",332119,332119,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,0.7751639976166049,6.90384750281978e-11,8060.0,,6.247821820789835,1.7576029535669936e-05,Detail_Use_2022
2651,"All other forging, stamping, and sintering",33211A,332111,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,324816117.978381,0.025064906086764486,1.0,,324816.117978381,0.2902145596605825,EIA_MECS_Energy
2652,"All other forging, stamping, and sintering",33211A,332111,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,47037335.129551545,0.0036297040766688437,1.0,,47037.335129551546,0.04202660750701609,Detail_Use_2022
2653,"All other forging, stamping, and sintering",33211A,332111,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,546604.3791908984,4.21795184189288e-05,1.0,,546.6043791908984,0.0004883764703634284,EIA_MECS_Energy
2654,"All other forging, stamping, and sintering",33211A,332111,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Consumed Petroleum Products,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,255816.9774484303,1.9740487495055968e-05,1.0,,255.8169774484303,0.0002285656633235138,EIA_MECS_Energy
2655,"All other forging, stamping, and sintering",33211A,332111,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,6818.520164984111,5.261609819418251e-07,28.0,,190.9185646195551,0.0001705806580872395,EIA_MECS_Energy
2656,"All other forging, stamping, and sintering",33211A,332111,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,480.29828783755835,3.706291286654513e-08,265.0,,127.27904627695297,0.00011372044158148376,EIA_MECS_Energy
2657,"All other forging, stamping, and sintering",33211A,332111,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,215.0638719121754,1.6595715094696765e-08,265.0,,56.99192605672648,5.092076965793369e-05,Detail_Use_2022
2658,"All other forging, stamping, and sintering",33211A,332111,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,1356.950586311651,1.047110568957212e-07,28.0,,37.99461641672623,3.3947178919202674e-05,Detail_Use_2022
2659,"All other forging, stamping, and sintering",33211A,332111,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Nitrous oxide,Nitrous oxide,17.04881630071383,1.3155965970147257e-09,265.0,,4.5179363196891655,4.036655901664376e-06,EIA_MECS_Energy
2660,"All other forging, stamping, and sintering",33211A,332111,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Methane,Methane,80.67743225354658,6.225590883057843e-09,28.0,,2.258968103099304,2.0183279001317913e-06,EIA_MECS_Energy
2661,"All other forging, stamping, and sintering",33211A,332112,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,324816117.978381,0.025064906086764486,1.0,,324816.117978381,0.2902145596605825,EIA_MECS_Energy
2662,"All other forging, stamping, and sintering",33211A,332112,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,47037335.129551545,0.0036297040766688437,1.0,,47037.335129551546,0.04202660750701609,Detail_Use_2022
2663,"All other forging, stamping, and sintering",33211A,332112,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,546604.3791908984,4.21795184189288e-05,1.0,,546.6043791908984,0.0004883764703634284,EIA_MECS_Energy
2664,"All other forging, stamping, and sintering",33211A,332112,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Consumed Petroleum Products,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,255816.9774484303,1.9740487495055968e-05,1.0,,255.8169774484303,0.0002285656633235138,EIA_MECS_Energy
2665,"All other forging, stamping, and sintering",33211A,332112,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,6818.520164984111,5.261609819418251e-07,28.0,,190.9185646195551,0.0001705806580872395,EIA_MECS_Energy
2666,"All other forging, stamping, and sintering",33211A,332112,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,480.29828783755835,3.706291286654513e-08,265.0,,127.27904627695297,0.00011372044158148376,EIA_MECS_Energy
2667,"All other forging, stamping, and sintering",33211A,332112,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,215.0638719121754,1.6595715094696765e-08,265.0,,56.99192605672648,5.092076965793369e-05,Detail_Use_2022
2668,"All other forging, stamping, and sintering",33211A,332112,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,1356.950586311651,1.047110568957212e-07,28.0,,37.99461641672623,3.3947178919202674e-05,Detail_Use_2022
2669,"All other forging, stamping, and sintering",33211A,332112,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Nitrous oxide,Nitrous oxide,17.04881630071383,1.3155965970147257e-09,265.0,,4.5179363196891655,4.036655901664376e-06,EIA_MECS_Energy
2670,"All other forging, stamping, and sintering",33211A,332112,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Methane,Methane,80.67743225354658,6.225590883057843e-09,28.0,,2.258968103099304,2.0183279001317913e-06,EIA_MECS_Energy
2671,"All other forging, stamping, and sintering",33211A,332117,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,324816117.978381,0.025064906086764486,1.0,,324816.117978381,0.2902145596605825,EIA_MECS_Energy
2672,"All other forging, stamping, and sintering",33211A,332117,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,47037335.129551545,0.0036297040766688437,1.0,,47037.335129551546,0.04202660750701609,Detail_Use_2022
2673,"All other forging, stamping, and sintering",33211A,332117,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,546604.3791908984,4.21795184189288e-05,1.0,,546.6043791908984,0.0004883764703634284,EIA_MECS_Energy
2674,"All other forging, stamping, and sintering",33211A,332117,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Consumed Petroleum Products,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,255816.9774484303,1.9740487495055968e-05,1.0,,255.8169774484303,0.0002285656633235138,EIA_MECS_Energy
2675,"All other forging, stamping, and sintering",33211A,332117,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,6818.520164984111,5.261609819418251e-07,28.0,,190.9185646195551,0.0001705806580872395,EIA_MECS_Energy
2676,"All other forging, stamping, and sintering",33211A,332117,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,480.29828783755835,3.706291286654513e-08,265.0,,127.27904627695297,0.00011372044158148376,EIA_MECS_Energy
2677,"All other forging, stamping, and sintering",33211A,332117,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,215.0638719121754,1.6595715094696765e-08,265.0,,56.99192605672648,5.092076965793369e-05,Detail_Use_2022
2678,"All other forging, stamping, and sintering",33211A,332117,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,1356.950586311651,1.047110568957212e-07,28.0,,37.99461641672623,3.3947178919202674e-05,Detail_Use_2022
2679,"All other forging, stamping, and sintering",33211A,332117,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Nitrous oxide,Nitrous oxide,17.04881630071383,1.3155965970147257e-09,265.0,,4.5179363196891655,4.036655901664376e-06,EIA_MECS_Energy
2680,"All other forging, stamping, and sintering",33211A,332117,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Methane,Methane,80.67743225354658,6.225590883057843e-09,28.0,,2.258968103099304,2.0183279001317913e-06,EIA_MECS_Energy
2681,Cutlery and handtool manufacturing,332200,3322,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,341911703.13513786,0.03609709703707114,1.0,,341911.70313513785,0.8393329646467856,EIA_MECS_Energy
2682,Cutlery and handtool manufacturing,332200,3322,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,62414925.460366465,0.006589413583231257,1.0,,62414.92546036647,0.15321764053262613,Detail_Use_2022
2683,Cutlery and handtool manufacturing,332200,3322,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Carbonate Use,Other Process Uses of Carbonates,,Carbon dioxide,Carbon dioxide,1615971.0249596522,0.00017060504908780112,1.0,,1615.9710249596521,0.003966924029583766,Detail_Use_2022
2684,Cutlery and handtool manufacturing,332200,3322,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Consumed Petroleum Products,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,339449.45084503246,3.583714641522724e-05,1.0,,339.44945084503246,0.0008332885692797582,EIA_MECS_Energy
2685,Cutlery and handtool manufacturing,332200,3322,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,309094.82262897916,309.09482262897916,0.0007587733074220464,Detail_Use_2022
2686,Cutlery and handtool manufacturing,332200,3322,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,7177.389647351694,7.577480624315556e-07,28.0,,200.96691012584745,0.0004933383412300543,EIA_MECS_Energy
2687,Cutlery and handtool manufacturing,332200,3322,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,505.57714509216663,5.337596548692638e-08,265.0,,133.97794344942415,0.0003288922357484756,EIA_MECS_Energy
2688,Cutlery and handtool manufacturing,332200,3322,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,39.418534717962004,4.1615851687037584e-09,3170.0,,124.95675505593955,0.0003067468083486188,Detail_Use_2022
2689,Cutlery and handtool manufacturing,332200,3322,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,64.48099344259352,6.807537314462998e-09,1300.0,,83.82529147537157,0.0002057763152336332,Detail_Use_2022
2690,Cutlery and handtool manufacturing,332200,3322,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,285.3732146526943,3.012808431721857e-08,265.0,,75.62390188296398,0.00018564334938982286,Detail_Use_2022
2691,Cutlery and handtool manufacturing,332200,3322,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,10.774624481450541,1.1375236994774642e-09,4800.0,,51.7181975109626,0.00012695905885943678,Detail_Use_2022
2692,Cutlery and handtool manufacturing,332200,3322,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,1800.569047221229,1.900938605596737e-07,28.0,,50.41593332219441,0.00012376222981764137,Detail_Use_2022
2693,Cutlery and handtool manufacturing,332200,3322,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,29330.16565092503,3.096512420916916e-06,1.0,,29.330165650925032,7.200038683566864e-05,Detail_Use_2022
