Row ID,USEEIO Sector Name,USEEIO Sector Code,Activity Category,IPCC/UNFCCC Category,Activity Subcategory,Activity Type,Activity,Fuel Consumed,Gas Category,Gas,Emissions (kg),Emissions Intensity (kg/USD_2022),AR5-100 GWP,Emissions (kgCO2e),Emissions (MTCO2e),Contribution to USEEIO Sector's Scope 1 (%),Attribution Sources
1751,"Fiber, yarn, and thread mills",313100,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Consumed Natural Gas,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,369926.50046565576,5.158003408047086e-05,1.0,369926.50046565576,0.3699265004656558,0.0014355781492611042,EIA_MECS_Energy
1752,"Fiber, yarn, and thread mills",313100,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Carbonate Use,Other Process Uses of Carbonates,,Carbon dioxide,Carbon dioxide,276553.0116528437,2.0257859065888873e-05,1.0,276553.0116528437,0.2765530116528437,0.0010732225459420225,Detail_Use_2022
1753,"Fiber, yarn, and thread mills",313100,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,4805.623827803544,6.703653979838474e-07,28.0,134557.46717849924,0.13455746717849923,0.0005221787556669126,EIA_MECS_Energy
1754,"Fiber, yarn, and thread mills",313100,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,338.5093598958059,4.722070846554952e-08,265.0,89704.98037238857,0.08970498037238857,0.00034811917918936206,EIA_MECS_Energy
1755,"Fiber, yarn, and thread mills",313100,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Nitrous oxide,Nitrous oxide,225.0537397923523,3.137587134371298e-08,265.0,59639.24104497336,0.05963924104497336,0.00023144270868647446,EIA_MECS_Energy
1756,"Fiber, yarn, and thread mills",313100,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Methane,Methane,1064.9864204792086,1.484751017360901e-07,28.0,29819.619773417842,0.029819619773417842,0.00011572135143631692,EIA_MECS_Energy
1757,"Fiber, yarn, and thread mills",313100,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,84.59516700557226,1.1692365226108299e-08,265.0,22417.71925647665,0.022417719256476648,8.69967084822451e-05,Detail_Use_2022
1758,"Fiber, yarn, and thread mills",313100,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,533.7552069843706,7.377325493059442e-08,28.0,14945.145795562377,0.014945145795562378,5.7997804197925254e-05,Detail_Use_2022
1759,"Fiber, yarn, and thread mills",313100,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Urea Consumption,Urea Consumption for Non-Agricultural Purposes,,Carbon dioxide,Carbon dioxide,2619.4588106755937,1.7291298506010917e-07,1.0,2619.4588106755937,0.002619458810675594,1.0165364813717863e-05,Detail_Use_2022
1760,Fabric mills,313200,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,901342213.0389526,0.06486848634291481,1.0,901342213.0389526,901.3422130389525,0.8495307728795922,EIA_MECS_Energy
1761,Fabric mills,313200,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,72323539.3716591,0.005091099207405148,1.0,72323539.3716591,72.3235393716591,0.06816619859913066,Detail_Use_2022
1762,Fabric mills,313200,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Carbonate Use,Other Process Uses of Carbonates,,Carbon dioxide,Carbon dioxide,45388189.899107195,0.00330428220725541,1.0,45388189.899107195,45.388189899107196,0.042779161440348386,Detail_Use_2022
1763,Fabric mills,313200,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,32718400.96101768,0.0021037366084514235,1.0,32718400.96101768,32.71840096101768,0.0308376641565289,EIA_MECS_Energy
1764,Fabric mills,313200,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Consumed Petroleum Products,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,6248857.704978212,0.0004751395413641674,1.0,6248857.704978212,6.248857704978212,0.005889657489608021,EIA_MECS_Energy
1765,Fabric mills,313200,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Consumed Natural Gas,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,1431736.5666010673,0.00010404552418783987,1.0,1431736.5666010673,1.4317365666010673,0.0013494367115944835,EIA_MECS_Energy
1766,Fabric mills,313200,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,18920.920837944854,1.3617153143570291e-06,28.0,529785.783462456,0.529785783462456,0.0004993323507705616,EIA_MECS_Energy
1767,Fabric mills,313200,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,1332.794457284716,9.591957172269909e-08,265.0,353190.5311804497,0.3531905311804497,0.00033288824220919334,EIA_MECS_Energy
1768,Fabric mills,313200,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Nitrous oxide,Nitrous oxide,1020.5004366470278,6.56164135305052e-08,265.0,270432.61571146233,0.2704326157114623,0.00025488746195811404,EIA_MECS_Energy
1769,Fabric mills,313200,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Methane,Methane,4829.153730682059,3.105062347997956e-07,28.0,135216.30445909765,0.13521630445909766,0.00012744372777767065,EIA_MECS_Energy
1770,Fabric mills,313200,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,330.6773303551723,2.3277498710713996e-08,265.0,87629.49254412066,0.08762949254412065,8.25923267002653e-05,Detail_Use_2022
1771,Fabric mills,313200,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Urea Consumption,Urea Consumption for Non-Agricultural Purposes,,Carbon dioxide,Carbon dioxide,85396.51196531161,3.952800918778551e-06,1.0,85396.51196531161,0.08539651196531162,8.048770351775073e-05,Detail_Use_2022
1772,Fabric mills,313200,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,2086.4164367349495,1.4686992865203714e-07,28.0,58419.660228578585,0.058419660228578585,5.506154975036408e-05,Detail_Use_2022
1773,Fabric mills,313200,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-125,0.9933638372827308,6.616371463910169e-11,3170.0,3148.9633641862565,0.0031489633641862565,2.9679529504417675e-06,Detail_Use_2022
1774,Fabric mills,313200,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,0.9571326132502697,1.925064128176787e-11,3170.0,3034.1103840033547,0.0030341103840033547,2.8597020113302667e-06,Detail_Use_2022
1775,Fabric mills,313200,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-134a,1.6249484547366995,1.0823086348355566e-10,1300.0,2112.4329911577092,0.0021124329911577093,1.991004976438403e-06,Detail_Use_2022
1776,Fabric mills,313200,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,1.5656812765939838,3.149027438835177e-11,1300.0,2035.385659572179,0.0020353856595721792,1.918386521202093e-06,Detail_Use_2022
1777,Fabric mills,313200,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-143a,0.27152511874818697,1.8085126315193233e-11,4800.0,1303.3205699912974,0.0013033205699912974,1.228402392695579e-06,Detail_Use_2022
1778,Fabric mills,313200,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,0.26162171071320517,5.261951828555497e-12,4800.0,1255.7842114233847,0.0012557842114233847,1.1835985447786778e-06,Detail_Use_2022
1779,Fabric mills,313200,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Carbon dioxide,Carbon dioxide,739.1326468019304,4.923046288580353e-08,1.0,739.1326468019304,0.0007391326468019304,6.966454245841989e-07,Detail_Use_2022
1780,Fabric mills,313200,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,712.1740647488123,1.4323832727945178e-08,1.0,712.1740647488123,0.0007121740647488123,6.712364903126012e-07,Detail_Use_2022
1781,Fabric mills,313200,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-32,0.6783226950692803,4.5180172204131103e-11,677.0,459.2244645619028,0.0004592244645619028,4.3282707573314383e-07,Detail_Use_2022
1782,Fabric mills,313200,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,0.653582050595464,1.3145381768456827e-11,677.0,442.47504825312916,0.00044247504825312915,4.170404584237207e-07,Detail_Use_2022
1783,Fabric mills,313200,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-236fa,0.003255743728617824,2.168511585720269e-13,8060.0,26.24129445265966,2.6241294452659658e-05,2.473287818459858e-08,Detail_Use_2022
1784,Fabric mills,313200,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,0.003136996119739185,6.30938557179916e-14,8060.0,25.28418872509783,2.528418872509783e-05,2.3830789325671538e-08,Detail_Use_2022
1785,Textile and fabric finishing and fabric coating mills,313300,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,788091731.56314,0.0991450767158703,1.0,788091731.56314,788.09173156314,0.8862886728486027,EIA_MECS_Energy
1786,Textile and fabric finishing and fabric coating mills,313300,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,58951739.08531638,0.007137671893766718,1.0,58951739.08531638,58.95173908531638,0.06629717900022931,Detail_Use_2022
1787,Textile and fabric finishing and fabric coating mills,313300,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,24738726.421806816,0.003000001622989468,1.0,24738726.421806816,24.738726421806817,0.027821194069451032,EIA_MECS_Energy
1788,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Carbonate Use,Other Process Uses of Carbonates,,Carbon dioxide,Carbon dioxide,8855971.077989575,0.0005229683831550129,1.0,8855971.077989575,8.855971077989574,0.009959433069966361,Detail_Use_2022
1789,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Consumed Petroleum Products,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,5391694.952193783,0.0006995844678076203,1.0,5391694.952193783,5.391694952193783,0.006063505011156799,EIA_MECS_Energy
1790,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Consumed Natural Gas,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,1276140.8473142593,0.00016328886599171547,1.0,1276140.8473142593,1.2761408473142593,0.0014351491490599796,EIA_MECS_Energy
1791,Textile and fabric finishing and fabric coating mills,313300,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,16543.57362856658,2.0812474117773084e-06,28.0,463220.0615998643,0.4632200615998643,0.0005209376994958356,EIA_MECS_Energy
1792,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Urea Consumption,Urea Consumption for Non-Agricultural Purposes,,Carbon dioxide,Carbon dioxide,425724.3407203255,1.1423130261464078e-05,1.0,425724.3407203255,0.4257243407203255,0.0004787699779415007,Detail_Use_2022
1793,Textile and fabric finishing and fabric coating mills,313300,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,1165.3335175747227,1.4660359495253034e-07,265.0,308813.38215730153,0.30881338215730153,0.0003472918083878604,EIA_MECS_Energy
1794,Textile and fabric finishing and fabric coating mills,313300,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Nitrous oxide,Nitrous oxide,771.6110926577496,9.357128943587953e-08,265.0,204476.93955430365,0.20447693955430365,0.00022995495083583223,EIA_MECS_Energy
1795,Textile and fabric finishing and fabric coating mills,313300,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Methane,Methane,3651.3738288900563,4.4279269781469175e-07,28.0,102238.46720892157,0.10223846720892157,0.00011497747252968204,EIA_MECS_Energy
1796,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,26.189093508231466,6.708759088337944e-10,3170.0,83019.42642109374,0.08301942642109374,9.336372190768049e-05,Detail_Use_2022
1797,Textile and fabric finishing and fabric coating mills,313300,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,269.5388509728557,3.263482826321446e-08,265.0,71427.79550780676,0.07142779550780676,8.032776331703404e-05,Detail_Use_2022
1798,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,42.840221709262195,1.097421438615626e-09,1300.0,55692.28822204086,0.05569228822204086,6.263159761657758e-05,Detail_Use_2022
1799,Textile and fabric finishing and fabric coating mills,313300,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,1700.6617550843,2.0591022077400754e-07,28.0,47618.5291423604,0.0476185291423604,5.3551840866133805e-05,Detail_Use_2022
1800,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,7.158501706868551,1.8337657761900957e-10,4800.0,34360.808192969045,0.03436080819296904,3.864219591664636e-05,Detail_Use_2022
1801,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-125,8.857586374777043,8.652066527667895e-10,3170.0,28078.548808043226,0.028078548808043224,3.157716134038841e-05,Detail_Use_2022
1802,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,19486.52978452741,4.991789187015066e-07,1.0,19486.52978452741,0.01948652978452741,2.1914568989193717e-05,Detail_Use_2022
1803,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-134a,14.489274475465162,1.415308430481102e-09,1300.0,18836.05681810471,0.01883605681810471,2.1183046503871866e-05,Detail_Use_2022
1804,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,17.8833331989604,4.581104500260465e-10,677.0,12107.01657569619,0.01210701657569619,1.3615561771910463e-05,Detail_Use_2022
1805,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-143a,2.4211241661590037,2.3649475682227756e-10,4800.0,11621.395997563217,0.011621395997563217,1.306943243129707e-05,Detail_Use_2022
1806,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Carbon dioxide,Carbon dioxide,6590.668006774124,6.43774676798649e-07,1.0,6590.668006774124,0.006590668006774124,7.411871190836874e-06,Detail_Use_2022
1807,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-32,6.048440295534556,5.908100199238474e-10,677.0,4094.7940800768947,0.0040947940800768945,4.605009119460487e-06,Detail_Use_2022
1808,Textile and fabric finishing and fabric coating mills,313300,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,0.08583458924863425,2.1987915715163513e-12,8060.0,691.8267893439921,0.0006918267893439921,7.78029031915648e-07,Detail_Use_2022
